ພາລາທິການ,military direction,pha la thi kan,adj
ພະລາທິການກົມຕຳຫລວດ,gendarme direction,pha la thi kan kom tam luat,adj
ພະລາຫົກ,cloud,pha la hok,n
ພະລາຫົກ,rain,pha la hok,n
ພະລີ,worship,pha li,n
ພະລີ,adoration,pha li,n
ພະລີ,tribute,pha li,n
ພະລີ,thank offering,pha li,n
ພະລີກັມ,animism,pha li kam,n
ພະລີກັມ,worship of spirits,pha li kam,n
ພະລີຊີວິດ,sacrifice one’s life,pha li si vit,v
ພະລີເລືອດ,sacrifice one’s blood,pha li leut,v
ພະໄລ,porch,pha lay,n
ພະໄລ,veranda,pha lay,n
ພະລາງ,energy,pha lang,n
ພະລາງ,power,pha lang,n
ພະລັງງານ,energy,pha lang ngan,n
ພະລັງງານຣັງສີ,radio-activity,pha lang ngan rang si,n
ພະລາດ,slide,pha lat,v
ພະລາດ,slip,pha lat,v
ພະລານ,surface,pha lan,adj
ພະລານຫນີ,rocky surface,pha lan ni,n
ພະລິດ,slide,pha lit,v
ພະລາດ,slide,pha lath,v
ພະລັນ,quicklly,pha lan,adj
ພະລືສີ,hermit,pha leu si,adj
ພະລືຫັດ,Thursday,pha leu hat,n
ພະລືຫັດ,Jupiter,pha leu hat,n
ພະລຶກ,strange,pha leuk,adj
ພະຫັດ,Friday,pha hath,n
ພະຫັດ,Jupiter,pha hath,n
ພິລຶກ,strange,pha leuk,adj
ພະລຶກ,very,pha leuk,v
ພິລຶກ,very,phi leuk,v
ພະລຶກຫນາ,very dense,pha leuk na,v
ພະລືດ,slide,pha leut,v
ພະລາດ,slide,pha lath,v
ພະລືດ,slip,pha leut,v
ພະລາດ,slip,pha lath,v
ພະວະ,world,pha va,n
ພະວະ,origin,pha va,n
ພະວະກະໄສ,termination of the life-death cycle,pha va ka sai,n
ພະວະຕັນຫາ,worldly desire to posses,pha va than ha,n
ພະວະຕັນຫາ,to live and to be reborn,pha va than ha,n
ພະວາພົບ,existence and none-existence,pha va phop,n
ພະວາພົບ,the antitheses,pha va phop,n
ພະວາພົບ,prosperity and adversity,pha va phop,n
ພະວັກຄະພົມ,top level of paradise,pha vak kha phom,n
ພະວັກພະວົນ,be uneasy about,pha vak pha von,v
ພະວັງ,the subconscious state or condition,pha vang,n
ພະວັງ,trance,pha vang,n
ພະວັດຈະນາດ,word of God,pha vat chat nat,n
ພະເວດ,Buddha in his last incarnation before enlightenment,pha vaet,n
ພະວັນດອນ,the next world,pha van don,n
ພະວັນດອນ,the feature world,pha van don,n
ພະຫຸ,many,pha hu,adj
ພະຫຸຄູນ,multiple,pha khun,adj
ພະຫຸຄູນ,manifold,pha khun,adj
ພະຫຸພົດ,plural,pha hu phot,adj
ພະຫູສູດ,sage,pha u sut,n
ພະຫູສູດ,savant,pha u sut,n
ພະຫັດ,Thursday,pha hat,n
ພະຫົນລະໂຍທາ,group pf soldiers,pha hon la yo tha,n
ພະອາທິດ,the sun,pha a thit,n
ພະອາທິດຂຶ້ນ,the sun rises,pha a thid kheun,v
ພະອາທິດຕົກດິນ,the sun set,pha a thid tok din,v
ພະອີສວນ,Siva,pha i suan,n
ພະໂອຣົດ,royal son,pha o rot,n
ພະເອກ,hero,pha ek,n
ພະເອກ,leading actor,pha ek,n
ພະອົງ,classifier,pha ong,n
ພະອົງ,king,pha ong,n
ພະອົງ,prince,pha ong,n
ພະອົງເຈົ້າ,king,pha ong chao,n
ພະອົງເຈົ້າ,god,pha ong chao,n
ພະອວນ,sweetheart,pha uan,n
ພາ,guide,pha,v
ພາ,conduct,pha,v
ພາ,lead,pha,v
ພາ,tray,pha,v
ພາກະຢ່ອງ,tray with legs (bamboo),pha ka yong,n
ພາກອນ,sun,pha kon,n
ພາກັນ,all,pha kat,adj
ພາກັບບ້ານ,take someone home,pha kap ban,v
ພາຂວັນ,vital spirit tray,pha phvun,n
ພາເຂົ້າ,rice platter,pha khao,v
ພາເຂົ້າ,tray,pha khao,v
ພາເຂົ້າ,tray for meal,pha khao,v
ພາຄະ,part,pha kha,n
ພາຄະ,portion,pha kha,n
ພາຄິນີ,female partner,pha khi ni,n
ພາຄິໄນ,nephew,pha khi nay,n
ພາຄິໄນ,niece,pha khi nay,n
ພາຄີ,partner,pha khi,n
ພາຄີ,member,pha khi,n
ພາຄີສະມາຊິກ,signatory,pha khi sa ma sik,n
ພາຄີສະມາຊິກ,party to a treaty,pha khi sa ma sik,n
ພາຄີສັນຍາ,signatory,pha khi san ya,n
ພາຄີສັນຍາ,party,pha khi san ya,n
ພາຄີຍະ,in parts,pha khi ya,adv
ພາສາ,language,pha sa,n
ພາສາກາງ,international language,pha sa kang,n
ພາສາກາງ,standard language,pha sa kang,n
ພາສາສາດ,philology,pha sa sat,n
ພາສາສາດ,linguistics,pha sa sat,n
ພາສາເດັກ,childish prattle,pha dek,n
ພາສາຕລາດ,jargon,pha sa ta lat,n
ພາສາຕລາດ,slang,pha sa ta lat,n
ພາສາຕ່າງປະເທດ,foreign language,pha sa tang pha thaet,n
ພາສາຖິ່ນ,local dialect,pha sa thin,n
ພາສາປັດຈຸບັນ,modern language,pha sa phat chu ban,n
ພາສາປະສົມ,lingua franca,pha sa pha som,n
ພາສາພື້ນເມືອງ,local language,pha sa pheun meung,n
ພາສາພື້ນເມືອງ,dialect,pha sa pheun meung,n
ພາສາມະນຸດ,human language,pha sa ma nut,n
ພາສາລາວ,Lao language,pha sa lao,n
ພາສີ,tariff,pha si,n
ພາສີ,tax,pha si,n
ພາສີ,duty,pha si,n
ພາສີເກືອ,salt tax,pha si kheu,n
ພາສີການຄ້າ,business tax,pha si kan kha,n
ພາສີເງິນໄດ້,income tax,pha si ngern dai,n
ພາສີສິນຄ້າງຂົ້າ,import duty,pha si sin kha ork,n
ພາສີສິນຄ້າອອກ,export tax,pha si sin kha ork,n
ພາສີເສີມ,surtax,pha si serm,n
ພາສີທີ່ດິນ,land tax,pha si thi din,n
ພາສີມໍຣະດົກ,inheritance tax,pha mor ra dok,n
ພາສີເບັດເຊັດ,general tax,pha si baet saet,n
ພາສີລາຍໄດ້,income tax,pha si lay dai,n
ພາສີອາກອນ,customs duty,pha si a kon,n
ພາສົກ,speaker,pha sok,n
ພາສົກ,talker,pha sok,n
ພາສິດ,proverb,pha sit,n
ພາສິດ,saying,pha sit,n
ພາສິດ,maxim,pha sit,n
ພາສິດ,aphorism,pha sit,n
ພາຊະນະ,receptacle,pha sa na,n
ພາຊະນະ,container,pha sa na,n
ພາຊະນີຍະ,division,pha sa ni ya,n
ພາຊະນີຍະ,distribution,pha sa ni ya,n
ພາຊະນີຍະ,allocation of articles,pha sa ni ya,n
ພາຊີ,horse,pha si,n
ພາຍຸ,wind,pha yu,n
ພາຍຸ,storm,pha yu,n
ພາຍຸ,epidemic,pha yu,n
ພາຍຸຊາຍ,sand storm,pha yu say,n
ພາຍຸຝົນ,rain storm,pha yu phon,n
ພາຍຸຫິມະ,snow storm,pha yu hi ma,n
ພາຍັບ,northwest,pha yap,n
ພາຕາ,brother,pha ta,n
ພາຕິກະ,brother,pha ti ka,n
ພາຕິຍະ,brother’s son,pha ti ya,n
ພາຕິຍະ,nephew,pha ti ya,n
ພາຕຸ,brother,pha tu,n
ພາໂຕກ,tray with legs (wood),pha tok,adv
ພາທີ,converse with,pha thi,n
ພາທີຕ້ານ,converse with,pha thi tan,v
ພານະຣິນ,king of the monkeys,pha na rin,n
ພານະວານ,the dharma arranged in chapters,pha na van,n
ພານີ,speaker,pha ni,n
ພານີ,talker,pha ni,n
ພານີ,teller,pha ni,n
ພານີ,informant,pha ni,n
ພານຸ,light,pha nu,n
ພານຸມາດ,sun,pha nu mat,n
ພານຸພາບ,power,pha nu phap,n
ພານິດ,trade,pha nit,n
ພານິດ,commerce,pha nit,n
ພານອນ,monkey,pha non,n
ພາເມົ່າລີ,hair,pha mao li,n
ພາມານ,pregnant,pha man,adj
ພາໄປ,take,pha phay,v
ພາໄປ,lead,pha phay,v
ພາໄປທ່ຽວ,date someone,pha phay thiav,v
ພາພານ,tray in metal,pha phan,adj
ພາມາ,bring,pha ma,v
ພາຣະ,function,pha ra,n
ພາຣະ,duty,pha ra,n
ພາຣະ,activity,pha ra,n
ພາຣະກິດ,duty,pha ra kit,n
ພາຣະກິດ,obligation,pha ra kit,n
ພາຣະກິດ,task,pha ra kit,n
ພາຣະຈຳຍອມ,servitude,pha ra cham yom,n
ພາຣະຈຳຍອມ,work,pha ra cham yom,n
ພາຣະຍະຊັບ,immovable property,pha ra ya sap,n
ພາຣະຕິດພັນ,obligations,pha ra tit phan,n
ພາຣະທຸຣະ,enterprise,pha ra thu ra,n
ພາຣະທຸຣະ,undertaking,pha ra thu ra,n
ພາຣະທຸຣະ,work,pha ra thu ra,n
ພາຣະຜູກພັນ,obligation,pha ra phuk phan,n
ພາຣະຮຽກບັງຄັບ,exaction,pha ra hiak bang khap,n
ພາຣະດີ,words,pha ra dee,n
ພາຣະດີ,language,pha ra dee,n
ພາຣະຕະ,people of India,pha ra ta,n
ພາຣະອຸດຫນຸນ,aid,pha ra ut nun,n
ພາຣະອຸດຫນຸນ,contribution,pha ra ut nun,n
ພາຣາ,city,pha ra,n
ພາຣານະສີ,Benates,pha ra na si,n
ພາຣານະສີ,city of India,pha ra na si,n
ພາລະ (ພານ),bad,pha la,adj
ພາລະ (ພານ),badness,pha la,adj
ພາລະ (ພານ),bad boy,pha la,adj
ພາລະຫນ້າທີ່,function,pha la na thi,n
ພາຊອນ,bad person,pha son,n
ພາແລງ,dinner,pha leng,n
ພາໂລ,capricious,pha lo,v
ພາໂລ,annoy,pha lo,v
ພາວະ,origin,pha va,n
ພາວະ,birth,pha va,n
ພາວະການ,situation,pha va kan,n
ພາວະສຸດ,purity,pha va sut,n
ພາວະທີ່ຄັເຂັນ,a serious situation,pha va khap khan,n
ພາວະນາ,pray,pha va na,v
ພາວະນາ,meditate,pha va na,v
ພາວະນາໄມ,succeed through meditation,pha va na mai,v
ພາຫະ,bring about,pha ha,v
ພາຫະນະ,vehicle,pha ha na,n
ພາຫະນະ,transport,pha ha na,n
ພາຫະນະ,means,pha ha na,n
ພາຫະນະຂົນສົ່ງ,transport means,pha ha na khon song,adj
ພາຫະນະສື່ສານ,transmission means communication,pha ha na seu san,adv
ພາຫະນະສື່ສານ,tools,pha ha na seu san,adv
ພາຫິຣະ,external,pha hi ra,adj
ພາຫິຣະ,exterior,pha hi ra,adj
ພາໃຫ້,cause,pha hay,v
ພາໃຫ້,bring about,pha hay,v
ພາຫຽນ,external,pha hian,adj
ພ້າ,butcher knife,pha,n
ພ້າໂຕ້,machete,pha to,n
ພ້າອີ່ກ້ອມ,small knife,pha i kom,n
ພ້າອີ່ໂຕ້,big knife,pha i to,adj
ພັກ,rest,phak,v
ພັກການເມືອງ,political party,phak kan meung,n
ພັກກັມມະກອນ,labor party,phak kam ma kon,n
ພັກຂະ,food,phak kha,n
ພັກຂະ,bait,phak kha,n
ພັກຕາ,face,phak ta,n
ພັກສມອງ,rest one’s head,phak sa mong,v
ພັກສມອງ,stop thinking,phak sa mong,v
ພັກສມອງ,relax the mind,phak sa mong,v
ພັກສາ,food,phak sa,n
ພັກສາ,bait,phak sa,n
ພັກສາຫານ,food,phak sa han,n
ພັກສາຫານ,bait,phak sa han,n
ພັກເຊົາ,rest,phak xua,v
ພັກແຖວ,be at ease,phak theo,v
ພັກດີ,respect,phak di,n
ພັກດີ,loyalty,phak di,n
ພັກນຶ່ງ,for a while,phak neung,adv
ພັກຢູ່ກັບ,stay with,phak yu kap,v
ພັກປະຊາທິປະໄຕ,democratic party,phak pha xa thi pha tai,n
ພັກຜ່ອນ,recess,phak phon,v
ພັກຜ່ອນຢ່ອນໃຈ,amuse,phak phon yon chay,v
ພັກຜ່ອນຢ່ອນໃຈ,take recreation,phak phon yon chay,v
ພັກຜ່ອນອາຣົມ,rest,phak phon a rom,v
ພັກຜ່ອນອາຣົມ,repose,phak phon a rom,v
ພັກພວກ,group,phak phuak,n
ພັກພວກ,troupe,phak phuak,n
ພັກຣາຊການ,be suspended from service,phak ra sa kan,v
ພັກຣາຊການ,take a truce,phak ra sa kan,v
ພັກຣົບ,call a truce,phak rop,v
ພັກອາໄສ,abide,phak a say,v
ພັກອາໄສ,dweel,phak a say,v
ພັກອາໄສ,inhabit,phak a say,v
ພັກໂຮງຮຽນ,school vacation,phak hong hian,n
ພັກແຮມ,spend the tight,phak heam,n
ພັກແຮມ,stay overnight,phak heam,n
ພັງ,female elephant,phang,n
ພັງ,tumble down,phang,n
ພັງ,destroy,phang,n
ພັງເກີດໃຫມ່,weed,phang kert may,n
ພັງເຂົ້າໄປ,force open,phang khao phay,v
ພັງເຂົ້າໄປ,break open,phang khao phay,v
ພັງຄີ,bot,phanh khi,n
ພັງຄີນ້ອຍ,shrub,phang khi noy,n
ພັງຄີໃຫຍ່,tree having medicinal wood,phanh khi yai,n
ພັງທະລາຍ,collapse,phang tha lay,v
ພັງທະຫລາຍລົງ,crumble,phang tha lay long,v
ພັງທະຫລາຍລົງ,tumble down,phang tha lay long,v
ພັງບ້ານເຮືອນ,pull down a house,phang ban heun,v
ພັງປະຕູ,force open the door,phang pha tu,v
ພັງພານ,hood of a cobra,phang phan,n
ພັງພອນ,mongoose,phang phon,xool
ພັງພາບ,lie prone,phang phap,v
ພັງພິນາດ,mash,phang phi nat,v
ພັງພິນາດ,destroy,phang phi nat,v
ພັງລົງ,subside,phang long,v
ພັງລົງ,fall down,phang long,v
ພັງຍອດຂາວ,weed,phang yot khao,n
ພັງຍອດປັງ,plant having medicinal leaves,phang yot pang,n
ພັງຫມົດ,be completely destroyed,phang mot,v
ພັງຮາບ,be razed to the ground,phang hap,v
ພັ່ງຮືອນ,pull down a house,phang heun,v
ພັງ,falsify,phang,v
ພັງປາກ,make a slip of the tongue,phang phak,v
ພັງເຜີ,mistake,phang pher,v
ພັງເຜີ,blunder,phang pher,v
ພົງ,jungle,phong,n
ພົງສະກອນ,ancestor,phong sa kon,n
ພົງສະກອນ,family,phong sa kon,n
ພົງສະກອນ,founder,phong sa kon,n
ພົງສະທອນ,descendant,phong sa thon,n
ພົງສະທອນ,progeny,phong sa thon,n
ພົງສາ,lineage,phong sa,n
ພົງສາວະລີ,family tree,phong sa va li,n
ພົງສາວະລີ,geneological table,phong sa va li,n
ພົງສາລີ,maize field,phong sa li,n
ພົງສາວະດານ,story,phong sa va dan,n
ພົງສາວະດານ,annals,phong sa va dan,n
ພົງສາວະດານ,chronicles,phong sa va dan,n
ພົງສາວະດານ,history,phong sa va dan,n
ພົງງເຊື້ອ,family line,phong xeu,n
ພົງພັນ,family line,phong phan,n
ພົງພັນ,ancestry,phong phan,n
ພົງພີ,a medicinal root,phong phi,n
ພົງພີຂາວ,medicinal,phong phi khao,n
ພົງໄພ,jungle,phong phai,n
ພາງ,temporary,phang,adj
ພາງ,temporarily,phang,adj
ພາງຄີ,shrub in medicinal use,phang khi,n
ພ່າງ,expose to the fire,phang,v
ພ່າງໆ,background noise,phang phang,n
ພ່າງຮາດ,a small flat bronze cymbal,phang hat,n
ພິງ,place against,phinh,v
ພິງ,lean against,phinh,v
ພິງ,reply on,phinh,v
ພິ່ງ,leaning,phing,adj
ພຶງ,abundant,pheung,adj
ພຶງ,many,pheung,adj
ພຶງ,much,pheung,adj
ພຶ່ງ,shelter,pheung,v
ພຶ່ງປະສົງ,desirable,pheung pha song,adj
ພຶ້ງຜາຍ,grand,pheung phay,adj
ພຶ້ງຜາຍ,proud,pheung phay,adj
ພຶ້ງຜາຍ,imposing,pheung phay,adj
ພຶ້ງວຶ້ງ,fearful,pheung veung,adj
ພຶ້ງວຶ້ງ,awesome,pheung veung,adj
ພັດ,blow,phat,v
ພັດ,to leave,phat,v
ພັດກັນ,separate,phat kan,v
ພັດກັນ,get lost,phat kan,v
ພັດສະດາ,husband,phat da,n
ພັດສະດີ,warden,phat sa si,n
ພັດສະດີ,jailer,phat sa si,n
ພັດສະດຸ,matter,phat sa du,n
ພັດສະດຸ,material,phat sa du,n
ພັດສະຖານ,domicile,phat sa than,n
ພັດສະຖານ,home,phat sa than,n
ພັດສະຖານ,possessions,phat sa than,n
ພັດສະຖານ,property,phat sa than,n
ພັດສະມະ,ashes,phat sa ma,n
ພັດສະມະ,ash,phat sa ma,n
ພັດສະມະ,dust,phat sa ma,n
ພັດສະຣາ,light,phat sa ra,n
ພັດສະຣາ,ray,phat sa ra,n
ພັດສອນ,light,phat son,n
ພັດສອນ,rays,phat son,n
ພັດຊະນີ,fan,phat xa ni,n
ພັດຊະຣະ,diamond,phat xa ra,n
ພັດຕະ,rice,phat ta,n
ພັດຕະ,food,phat ta,n
ພັດຕະກິດ,be blown down,phat ta kit,v
ພັດຕະຄານ,restaurant,phat ta khan,n
ພັດຕົກ,be blown down,phat tok,v
ພັດກີ,dislocated,phat ki,n
ພັດກີ,be removed from a natural place of abode,phat ki,n
ພັດທະກັບ,advances era,phat tha kap,n
ພັດທະກັບ,the present era,phat tha kap,n
ພັດທະສີມາ,rock boundary of the site or precinct of a temple,phat tha si ma,n
ພັດທະຍາກອນ,tax,phat tha ya kon,n
ພັດທະຍາກອນ,royalty,phat tha ya kon,n
ພັດທະຍາກອນ,crown dues,phat tha ya kon,n
ພັດທະນາ,development,phat tha na,n
ພັດທະນາ,prosperity,phat tha na,n
ພັດທະນາ,progress,phat tha na,n
ພັດທະນາການ,development,phat tha na kan,n
ພັດທະບົດ,the 25th and 26th constellations,phat tha bot,n
ພັດທະບົດມາດ,the tenth lunar month,phat tha bot mat,n
ພັດທະມານ,letter,phat tha man,n
