,Japanese,Lao,phonetic alphabet,English
,保護,ປົກປ້ອງ ,pok pohng2, protect
,誇り,ຄວາມພຸມໃຈ ,khwaam phum jay, pride
,埃hokori,ຝຸ່ນ ,hfun1, dust
,星,ດາວ ,daaw, star
,星,ດວງດາວ ,duang daaw, star
,欲しいhoshii,ຢາກໄດ້ ,yaak dai2, want
,補償,ຊົດໃຊ້ ,xot xay2, compensate
,補償,ໃຊ້ຄືນ ,xay2 kheun, compensate
,保証,ຮັບປະກັນ ,hap pa kan, guarantee
,保証金,ເງີນປະກັນ ,ngern pa kan, insurance bonus
,保証書,ໃບຄ້ຳປະກັນ ,bay kham2 pa kan, guaranty
,保証人,ຜູ້ຮັບປະກັນ ,hpuu2 hap pa kan, guarantor
,干す,ຕາກ ,taak, dry
,ポスト,ຕູ້ໄປສະນີ ,tuu2 pai sa nii, mail box
,細い,ຈ່ອຍ ,johy1, thin
,保存,ປົກປັກຮັກສາ ,pok pak hak saa, preserve
,保存,ຮັກສາ ,hak saa, keep
,ボタン,ກະດຸມ ,ka dum, button
,ホットコーヒー,ກາເຟຮ້ອນ ,kaa fee hohn2, hot coffee
,ホットシャワー,ອາບນ້ຳອຸ່ນ ,aap nam2 un1, hot shower
,ホテルhoteru,ໂຮງແຮມ ,hoong haem, hotel
,（～）ほど,ປະມານ ,pa maan, about
,歩道,ທາງຍ່າງ ,thaang nyaang1, sidewalk
,殆ど,ເກືອບ ,keuap, almost
,殆ど全部,ເກືອບຫມົດ ,keuap hmot, almost all
,骨,ກະດູກ ,ka duuk, bone
,微笑むhohoemu,ຍິ້ມ ,nyim2, smile
,褒める,ຊົມ ,xom, admire
,褒めるhomeru,ຍ້ອງຍໍ ,nyohng2 nyoh, congratulate
,ボランティア,ອາສາສະຫມັກ ,aa saa sa hmak, volunteer
,掘る,ຂຸດ ,hkut, dig
,ポルトガル,ປໍຕຸເກດ ,poh tu keet, Portuguese
,本,ປື້ມ ,peum, book
,香港honkon,ຮົງກົງ ,hong kong, Hong Kong
,本当,ແທ້ ,thae2, certainly
,本当,ອີ່ຫລີ ,ii1 hlii, really
,本当hontoo,ແນ່ນອນ ,nae1 nohn, certain
,本当は（～のはず）,ຫນ້າຈະ ,hnaa2 ja , will
,本箱,ຕູ້ຫນັງສື ,tuu2 hnang seu, bookcase
,本物hommono,ຂອງແທ້ ,hkohng thae2, original
,本屋,ຮ້ານຂາຍຫນັງສື ,haan2 hkaay hnang seu, book shop
,翻訳,ແປ ,pae, translate
,ぼんやり,ໃຈລອຍ ,jay lohy, be absentmind
,間に合う,ທັນເວລາ ,than wee laa, on time 
,マーク,ເຄື່ອງຫມາຍ ,kheuang1 hmaay, mark
,毎（～）,ທຸກ ,thuk, every ~
,毎（～）,ທຸກໆ ,thuk #, every ~
,（～）まい(～),ອາດຈະບໍ່ ,aat ja boh1, may not (v)
,毎朝maiasa,ທຸກໆເຊົ້າ ,thuk # xao2, every morning
,毎日mainichi,ທຸກໆມື້ ,thuk # meu2, everyday
,（～の）前,ກ່ອນ ,kohn1, before
,（～の）前,ຢູ່ຕໍ່ຫນ້າ ,yuu1 toh1 hnaa2, in front of
,（～の）前,ກ່ອນ ,kohn1, before
,（～の）前,ຢູ່ຕໍ່ຫນ້າ ,yuu1 toh1 hnaa2, in front of
,前金,ຈ່າຍລ່ວງຫນ້າ ,jaay1 luang1 hnaa2, pay in avance
,任せるmakaseru,ເຊື່ອ ,xeua1, trust (p) to (v)
,曲がる,ລ້ຽວ ,liaw2, turn
,蒔く,ກ້າ ,kaa2, sow seeds
,巻く,ໂຄ້ງ ,khoong2, wind
,幕,ຜ້າກັ້ງ ,hpaa2 kang2," curtain, hanging screen"
,マクドナルド,ແມັກໂດນັດ ,me'k doo nat, McDonald's
,枕makura,ຫມອນ ,hmohn, pillow
,まぐろmaguro,ປາທູນ້າ ,paa thuu naa2, tuna fish
,負けるmakeru,ບໍ່ຊະນະ ,boh1 xa na, loose
,曲げる,ກົ່ງ ,kong1, bend
,孫,ຫລານ ,hlaan, grandchild
,孫息子,ຫລານຊາຍ ,hlaan xaay, grand son
,孫娘,ຫລານສາວ ,hlaan saaw, grand daughter
,摩擦,ການສຽດສີກັນ ,kaan siat sii kan, friction
,真面目,ຈິງໃຈ ,jing jay, honest
,交じる,ປະສົມເຂົ້າກັນ ,pa som hkao2 kan, get mixed with
,増す,ຕື່ມ ,teum1, increase
,増すmasu,ເພີ່ມຂື້ນ ,pherm1 hkeun2, increase
,先ず,ທຳອິດ ,tham it, at first
,不味いmazui,ບໍ່ແຊບ ,boh1 xaep, bad taste
,拙いmazui,ມີບັນຫາ ,mii ban haa, problem
,貧しい,ຈົນ ,jon, poor
,またmata,ແລະຈາກນັ້ນ ,le' jaak nan2, and then
,まだ（～ない）,ຍັງ ,nyang, not yet
,まだ（～ない）,ຍັງບໍ່ມີ ,nyang boh1 mii, not have yet 
,まだ（～終えていない）,ຍັງບໍ່ແລ້ວ ,nyang boh1 laew2, not yet
,まだ（～していない）,ບໍ່ທັນໄດ້ ,boh1 than dai2, not yet
,また会いましょう,ພົບກັນໃຫມ່ ,phop kan hmay1, see you next time
,待ち合わせる,ນັດກັນ ,nat kan, appointment
,町,ເມືອງ ,meuang, town
,待合室,ຫ້ອງພັກລໍ ,hhong2 phak loh, waiting room
,待ち合わせ,ນັດກັນ ,nat kan, appointment
,間違いmachigai,ຜິດ ,hpit, wrong
,間違うmachigau,ເຮັດຜິດ ,het hpit, make a mistake
,間違えるmachigaeru,ເຮັດຜິດ ,het hpit, make a mistake
,待つ,ຄອຍ ,khohy, wait
,待つ,ຖ້າ ,htaa2, wait
,マッサージ,ນວດ ,nuat, massage
,真っ直ぐ,ຊື່ໆ ,xeu1 #, straight 
,全く（～ない）ma¿taku,ຈັກດີ້ ,jak dii2, (not) at all 
,全くma¿taku,ຈັ່ງແມ່ນ ,jang1 maen1, quite
,マッチma¿chi,ໄມ້ຂີດໄຟ ,mai2 hkiit fai, match
,マット,ຜ້າປູ ,hpaa2 puu, mat
,祭り,ບຸນ ,bun, festival
,（～）まで,ຈົນເຖີງ ,jon hterng, until
,（～）まで,ເຖີງ ,hterng, until 
,窓mado,ປ່ອງຢ້ຽມ ,pohng1 yiam2, window
,纏まる,ຕົກລົງກັນ ,tok long kan, be settled
,纏める,ຕົກລົງກັນ ,tok long kan, settle
,マニキュア,ທາເລັບ ,thaa lep, manicure
,真似るmaneru,ເຮັດຕາມ ,het taam, imitate 
,真似るmaneru,ຮຽນແບບ ,hian baep, imitate
,まま,ດັ່ງທີ່ເປັນຢູ່ ,dang1 thii1 pen yuu1, as it is
,豆mame,ຫມາກຖົ່ວ ,hmaak htua1, bean
,間もなく,ດຽວ ,diaw, soon
,間もなくmamo,ບໍ່ດົນ ,boh1 don, soon
,守る,ປົກປັກຮັກສາ ,pok pak hak saa , protect
,守るmamoru,ປົກປ້ອງ ,pok pohng2, protect
,守るmamoru,ປ້ອງກັນ ,pohng2 kan, protect
,守るmamoru,ອະນຸລັກ ,a nu lak, keep 
,麻薬mayaku,ຢາເສບຕິດ ,yaa seep tit, narcotic
,眉毛,ຄິ້ວ ,khiw2, eyebrow
,迷うmayou,ຫລົງທາງ ,hlong thaang, take a wrong way
,丸maru,ວົງມົນນ້ອຍ ,wong mon nohy2, circle
,丸い,ກົມ ,kom, round
,まるでmarude,ຄືກັບ ,kheu kap, similar to
,マレーシア,ມາເລເຊຍ ,maa lee xeey, Malaysia
,回す,ຫມຸນ ,hmun, turn
,回り,ອ້ອມ ,ohm2, around
,回るmawaru,ປິ່ນອ້ອມ ,pin1 ohm2, turn
,万,ສິບພັນ ,sip phan, ten thousand
,満員man-in,ຄົນເຕັມ ,khon tem, full
,漫画,ກາຕຸນ ,kaa tun, cartoon
,マンゴー,ຫມາກມ່ວງ ,hmaak muang1, mango
,マンゴスチン,ຫມາກມັງຄຸດ ,hmaak mang khut, mangosteen
,満足,ພໍໃຈ ,phoh jay, be satisfied
,満点manten,ສົມບູນ ,som buun, perfect
,真ん中mannaka,ກາງ ,kaang, middle
,真ん中,ເຄີ່ງກາງ ,kherng1 kaang, middle
,満腹,ອິ່ມ ,im1, full stomach
,実,ຫມາກ ,hmaak, fruit
,実,ຫມາກໄມ້ ,hmaak mai2, fruit
,見える,ເຫັນ ,hhen, see
,見送るmiokuru,ໄປສົ່ງ ,pai song1, see (p) off
,磨く,ຜັດຖູ ,hpat htuu, polish
,味方,ສະຫນັບສະຫນູນ ,sa nap sa hnuun, support
,みかん,ຫມາກກ້ຽງ ,hmaak kiang2, orange
,幹,ລຳຕົ້ນ ,lam ton2, trunk (of tree)
,右,ຂວາ ,hkwaa, right
,右migi,ເບື້ອງຂວາ ,beuang2 hkwaa, right
,右側,ຂ້າງຂວາ ,hkaang2 hkwaa, right side
,右手,ມືຂວາ ,meu hkwaa, right hand
,見事,ດີເລີດ ,dii lert, excellent
,未婚,ໂສດ ,soot, single 
,短い,ສັ້ນ ,san2, short
,ミシン,ຈັກຫຍິບເຄື່ອງ ,jak hyip kheuang1, sewing machine
,水,ກິນນ້ຳ ,kin nam2, drink water
,水,ດື່ມນ້ຳ ,deum1 nam2, drink water 
,水,ນ້ຳ ,nam2, water
,水入れ,ຖັງບັນຈຸນ້ຳ ,htang ban ju nam2, water container
,水色,ສີຟ້າອ່ອນ ,sii faa2 ohn1, light blue
,湖mizuumi,ທະເລສາບ ,tha lee saap, lake
,水着,ຊຸດລອຍນ້ຳ ,xut lohy nam2, swimming suit
,水汲み桶,ໂອນ້ຳ ,oo nam2, bowl
,水玉mizutama,ຍົດນ້ຳ ,nyot nam2, drop of water
,店,ຮ້ານ ,haan2, shop
,見せるmiseru,ໃຫ້ເບິ່ງ ,hhay2 boeng1, show
,未然に,ກ່ອນຈະເກີດຂື້ນ ,kohn1 ja kert hkeun2, before (n) happens
,味噌,ເຕົ້າຈ້ຽວ ,tao2 jiaw2, miso
,道,ທາງ ,thaang, road
,道,ຫົນທາງ ,hhon thaang, street
,道草,ໃຫ້ກັບບ້ານເລີຍເດີ້ ,hhay2 kap baan2 lery der2, stop on the way
,道のりmichinori,ໄລຍະໄກ ,lai nya kai, distance
,見付かる,ຖືກພົບ ,hteuk phop, be found out
,見付けるmitsukeru,ຈວບ ,juap, find
,見積もる,ຄຳນວນ ,kham nuan, calculate
,密輸,ລັກລອບເຂົ້າປະເທດ ,lak lohp hkao2 pa theet, smuggle
,認めるmitomeru,ຍອມ ,nyohm, surrender 
,認めるmitomeru,ຍອມຮັບ ,nyohm hap, surrender
,緑,ສີຂຽວ ,sii hkiaw, green
,緑色midor,ສີຂຽວ ,sii hkiaw, green
,皆,ທຸກຄົນ ,thuk khon, everybody
,皆さん,ພວກເຈົ້າທັງຫມົດ ,phuak jao2 thang hmot, you all
,港minato,ທ່າເຮືອ ,thaa1 heua," port, harbor"
,南,ໃຕ້ ,tay2, south
,南,ທິດໃຕ້ ,thit tai2, south 
,醜いminikui,ຂີ້ຮ້າຍ ,hkii2 haay2, ugly
,ミネラルウオーター,ນ້ຳແຮ່ ,nam2 hae1, mineral water
,身の回り,ເຄື່ອງແຕ່ງກາຍ ,kheuang1 taeng1 kaay, personal appearance
,見張り,ຍາມ ,nyaam, watch & guard
,見張る,ຍາມ ,nyaam, watch & guard
,身分,ຖານະ ,htaa na , status
,身分証明書,ບັດປະຈຳຕົວ ,bat pa jam tua, identity card
,見本mihon,ຕົວຢ່າງ ,tua yaang1, sample
,耳,ຫູ ,hhuu, ears
,みみず,ຂີ້ກະເດືອນ ,hkii2 ka deuan, worm
,脈拍,ກຳມະຈອນ ,kam ma john, pulse
,土産,ຂອງຂັວນ ,hkohng hkua'n, souvenir
,土産miyage,ຂອງຝາກ ,hkohng hfaak, souvenir
,ミャンマー,ພະມ້າ ,pha maa2, Myanmar
,明後日myoogonichi,ມື້ຮື ,meu2 heu, day after tomorrow
,苗字,ນາມສະກຸນ ,naam sa kun, family name
,明朝,ມື້ອື່ນຕອນເຊົ້າ ,meu2 eun1 tohn xao2, tomorrow morning
,明日myoonichi,ມື້ອື່ນ ,meu2 eun1, tomorrow
,明晩,ຄືນມື້ອື່ນ ,kheun meu2 eun1, tomorrow night
,未来mirai,ອະນາຄົດ ,a naa khot, future
,（～）ミリ(～),ມີລີແມັດ ,mii lii me't, ~ millimeter
,魅力的,ມີສະເນ່ ,mii sa nee1, charming
,見る,ເບິ່ງ ,boeng1, look
,（～て）みる,ລອງ ,lohng, try to (v)
,ミルクmiruku,ນ້ຳນົມ ,nam2 nom, milk
,民芸品,ເຄື່ອງສິນລະປະພື້ນເມືອງ ,kheuang1 sin la pa pheun2 meuang, folk art
,民主主義,ປະຊາທິປະໄຕ ,pa xaa thi pa tai, democracy
,民族minzoku,ເຊື້ອຊາດ ,xeua2 xaat, race
,民俗音楽minzoku,ດົນຕີພື້ນເມືອງ ,don tii pheun2 meuang, folk music
,民族舞踊,ຟ້ອນຊົນເຜົ່າ ,fohn2 xon hpao1, ethnic dance
,皆,ທຸກຄົນ ,thuk khon, everybody
,（～の）向かい側,ກົງກັນຂ້າມ ,kong kan hkaam2, opposite
,向かうmukau,ມຸ້ງໄປ ,mung2 pai, go toward
,迎える,ຮັບ ,hap, welcome
,昔,ສະໄຫມກ່ອນ ,sa hmai kohn1, once 
,昔mukashi,ບູຮານ ,buu hhaan, antiquity
,麦mugi,ເຂົ້າບາເລ ,hkao2 baa lee, wheat 
,向くmuku,ເບິ່ງຫນ້າ ,boeng1 hnaa2, face to
,剥く,ປອກ ,pohk, peel
,向けるmukeru,ປິ່ນຫນ້າ ,pin1 hnaa2, turn face to
,婿,ລູກເຂີຍ ,luuk hkery, son in law
,向こう,ອີກດ້ານຫນຶ່ງ ,iik daan2 hnueng1, the other side
,無効mukoo,ຫມົດອາຍຸ ,hmot aa nyu, invalidity
,虫,ແມງໄມ້ ,maeng mai2, insect
,虫刺され,ແມງໄມ້ກັດ ,maeng mai2 kat, insect bite
,虫歯,ແຂ້ວເປັນແມງ ,hkaew2 pen maeng, decayed tooth
,虫眼鏡,ແກ້ວຂະຫຍາຍ ,kaew2 hka hyaay, loupe
,無職,ບໍ່ມີວຽກເຮັດ ,boh1 mii wiak het, unemployed
,難しいmuzukashii,ຍາກ ,nyaak, difficult
,息子musuko,ລູກຊາຍ ,luuk xaay, son
,結ぶ,ມັດ ,mat, tie
,娘musume,ລູກສາວ ,luuk saaw, daughter
,無駄使い,ຟຸມເຟືອຍ ,fum feuay, waste money
,夢中muchuu,ລືມໂຕ ,leum too, be beside oneself
,難しいmutsukashii,ລຳບາກ ,lam baak, difficult
,胸,ຫນ້າເອິກ ,hnaa2 oek, chest
,村,ບ້ານ ,baan2, village
,紫murasaki,ສີມ້ວງ ,sii muang2, purple
,無理,ເປັນໄປບໍ່ໄດ້ ,pen pai boh1 dai2, impossible
,無料muryoo,ໃຫ້ລ້າ ,hhay2 laa2, free
,芽,ງອກຂື້ນ ,ngohk hkeun2, sprout
,目,ຕາ ,taa, eyes
,姪,ຫລານສາວ ,hlaan saaw, niece
,名詞meishi,ຄຳນາມ ,kham naam, nouns
,名刺meishi,ນາມບັດ ,naam bat, name card
,名所,ສະຖານທີ່ມີຊື່ ,sa htaan thii1 mii xeu1, famous places
,迷信meishin,ຄວາມເຊື່ອແບບງົມງາຍ ,khwaam xeua1 baep ngom ngaay, superstition
,名誉,ກຽດຕິມະສັກ ,kiat ti ma sak, honor
,命令,ສັ່ງ ,sang1, order
,迷惑,ເດືອດຮ້ອນ ,deuat hohn2, troublesome
,（～）メートル,ແມັດ ,me't, ~ meter
,メール,ອີເມວ ,ii meew, e-mail
,メールアドレス,ເບີອີເມວ ,ber ii meew, e-mail address
,目方mekata,ນ້ຳຫນັກ ,nam2 hnak, weight
,眼鏡megane,ແວ່ນຕາ ,waen1 taa, eye glasses
,目薬,ຢາຢອດຕາ ,yaa yoht taa, eye lotion
,メコン河,ນ້ຳຂອງ ,nam2 hkohng, Mekong river
,目指すmezasu,ມຸ້ງໄປ ,mung2 pai, go toward
,雌,ໂຕແມ່ ,too mae1, female
,珍しいmezurashii,ແປກ ,paek, strange
,目立つmedatsu,ທີ່ເດັ່ນ ,thii1 den1, showy
,滅多に（ない）,ບໍ່ຄ່ອຍຈະ ,boh1 khohy1 ja , seldom
,目出度いmedetai,ສຸກສັນ ,suk san, congratulation
,メニューmenyuu,ເມນູ ,mee nuu, menu
,目まい,ເປັນລົມ ,pen lom, faint
,目まい,ຫນ້າມືດ ,hnaa2 meut, faint
,綿,ຝ້າຍ ,hfaay2, cotton
,面,ຫນ້າກາກ ,hnaa2 kaak, mask
,麺,ຫມີ່ ,hmii1, noodle
,免税,ປອດພາສີ ,poht phaa sii, duty free
,免税店menzei,ຮ້ານປອດພາສີ ,haan2 poht phaa sii, duty free shop
,面積menseki,ຕາແມັດ ,taa me't, square
,面倒,ລ້ຽງດູ ,liang2 duu, feed
,面倒くさい,ລຳບາກ ,lam baak, trouble some
,（～）も(～),ກໍ່ເຊັ່ນກັນ ,koh1 xen1 kan, also
,もう（～した）,ແລ້ວ ,laew2, already
,もう一度,ອີກຄັ້ງຫນຶ່ງ ,iik khang2 hnueng1, once more
,儲ける,ໄດ້ກຳໄລ ,dai2 kam lai, make profit
,申し込むmooshikomu,ສະຫມັກ ,sa hmak, apply
,申し訳ないmooshiwake,ຄວາມຂໍໂທດ ,khwaam hkoh thoot, excuse me
,申し訳ない,ຂໍໂທດ ,hkoh thoot, excuse me
,もうすぐmoosugu,ໃກ້ຊິ ,kay2 xi, nearly
,もう少し,ອີກຫນ້ອຍຫນຶ່ງ ,iik hnohy2 hnueng1, a little bit more
,盲腸炎,ໄສ້ຕິ່ງອັກເສບ ,sai2 ting1 ak seep, appendicitis
,毛布moofu,ຜ້າຫົ່ມ ,hpaa2 hhom1, blanket
,燃える,ໄຫມ້ ,hmai2, burn 
,目的mokuteki,ຈຸດປະສົງ ,jut pa song, object
,目的地,ຈຸດຫມາຍ ,jut hmaay, destination
,目標,ເປົ້າຫມາຍ ,pao2 hmaay, target
,木曜日,ວັນພະຫັດ ,wan pha hhat, Thursday
,潜る,ດຳ ,dam, dive 
,もし,ຖ້າວ່າ ,htaa2 waa1, if
,文字moji,ໂຕຫນັງສື ,too hnang seu, charater
,もしもし,ອາໂລ ,aa loo, halo
,もしもしmoshi,ອາໂຫລ ,aa hloo, hello
,持ち上げるmochi,ຍົກ ,nyok, lift
,持ち歩く,ຖືຕິດໂຕ ,hteu tit too, carry with
,用いる,ໃຊ້ປະໂຫຍດ ,xay2 pa hyoot, utilize
,もち米,ເຂົ້າຫນຽວ ,hkao2 hniaw, sticky rice
,持ち主mochinushi,ເຈົ້າຂອງ ,jao2 hkohng, owner
,もちろんmochiron,ແນ່ນອນ ,nae1 nohn, of course
,持つ,ຖື ,hteu, hold 
,もったいない,ເສຍດາຍ ,seey daay, wasteful
,持って,ມີ ,mii, have
,持って,ເອົາໄປ ,ao pai, take away
,持って,ເອົາໄປນຳ ,ao pai nam, take with
,持って,ເອົາມາ ,ao maa, bring
,持って,ເອົາມານຳ ,ao maa nam, bring with
,もっと,ຫລາຍ ,hlaay, more
,最もmo¿tomo,ກວ່າຫມູ່ ,kwaa1 hmuu1, more than
,もてなすmotenasu,ຕ້ອນຮັບ ,tohn2 hap, welcome
,戻す,ກັບ ,kap, send back
,元栓motosen,ກ໋ອກລວມ ,kohk4 luam, main cock
,基づく,ຂື້ນກັບພື້ນຖານ ,hkeun2 kap pheun2 htaan, base on
,求めるmotomeru,ຮ້ອງຂໍ ,hohng2 hkoh, ask for 
,戻るmodoru,ກັບຄືນ ,kap kheun, return
,物,ຂອງ ,hkohng, thing
,物,ເຄື່ອງ ,kheuang1, thing
,物mono,ສິ່ງຂອງ ,sing1 hkohng, thing
,物事,ສິ່ງຕ່າງໆ ,sing1 taang1#, matter ສິ່ງທີ່ເຫລືອໄວ້ 
,物差し,ໄມ້ບັນທັດ ,mai2 ban that, ruler
,模範mohan,ຕົວຢ່າງ ,tua yaang1, model
,桃momo,ຫມາກຄາຍ ,hmaak khaay, peach
,模様,ລາຍ ,laay, pattern
,貰う,ໄດ້ ,dai2 , receive
,貰う,ໄດ້ຮັບ ,dai2 hap, receive
,森,ປ່າ ,paa1, forest
,門,ປະຕູ ,pa tuu, gate
,問題ない,ບໍ່ມີບັນຫາ ,boh1 mii ban hhaa, no problem
,問題mondai,ບັນຫາ ,ban hhaa, problem
,（～）屋,ຮ້ານ ,haan2, ~ shop
,八百屋,ຮ້ານຂາຍຜັກ ,haan2 hkaay hpak, vegetable shop
,やかましい,ລຳຄານ ,lam khaan, noisy
,やかんyakan,ການ້ຳ ,kaa nam2, kettle
